Test id,File Size,Block Size,Workload Pattern of test,Workload Test Time Sec,Workload Ramp-up Test Time Sec,Start Delay Sec,Thread / Numjobs,OIO / IODepth,Target devices,NUMA nodes
28,,8KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
29,,8KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
30,,8KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
31,,8KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
32,,8KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
33,,16KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
34,,16KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
35,,16KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
36,,16KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
37,,16KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
38,,16KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
39,,16KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
40,,16KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
41,,16KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
42,,16KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
43,,16KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
44,,16KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
45,,16KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
46,,16KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
47,,16KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
48,,16KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
49,,32KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
50,,32KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
51,,32KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
52,,32KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
53,,32KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
54,,32KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
55,,32KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
56,,32KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
57,,32KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
58,,32KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
59,,32KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
60,,32KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
61,,32KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
62,,32KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
63,,32KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
64,,32KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
65,,64KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
66,,64KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
67,,64KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
68,,64KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
69,,64KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
70,,64KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
71,,64KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
72,,64KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
73,,64KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
74,,64KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
75,,64KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
76,,64KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
77,,64KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
78,,64KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
79,,64KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
80,,64KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
81,,128KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
82,,128KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
83,,128KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
84,,128KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
85,,128KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
86,,128KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
87,,128KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
88,,128KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
89,,128KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
90,,128KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
91,,128KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
92,,128KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
93,,128KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
94,,128KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
95,,128KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
96,,128KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
97,,256KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
98,,256KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
99,,256KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
100,,256KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
101,,256KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
102,,256KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
103,,256KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
104,,256KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
105,,256KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
106,,256KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
107,,256KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
108,,256KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
109,,256KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
110,,256KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
111,,256KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
112,,256KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
113,,512KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
114,,512KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
115,,512KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
116,,512KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
117,,512KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
118,,512KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
119,,512KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
120,,512KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
121,,512KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
122,,512KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
123,,512KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
124,,512KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
125,,512KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
126,,512KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
127,,512KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
128,,512KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
129,,1024KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
130,,1024KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
131,,1024KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
132,,1024KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
133,,1024KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
134,,1024KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
135,,1024KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
136,,1024KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
137,,1024KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
138,,1024KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
139,,1024KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
140,,1024KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
141,,1024KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
142,,1024KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
143,,1024KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
144,,1024KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
145,,2048KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
146,,2048KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
147,,2048KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
148,,2048KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1,
149,,2048KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
150,,2048KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
151,,2048KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
152,,2048KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1,
153,,2048KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
154,,2048KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
155,,2048KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
156,,2048KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1,
157,,2048KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
158,,2048KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
159,,2048KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
160,,2048KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
